date,Amazon.com Inc.,Baidu Inc.,Apple Inc.,Alibaba Group Holding Limited,Facebook Inc.,Twitter Inc.
2019-11-08,1783.1,124.5,259.8,187.1,190.6,29.2
2019-11-07,1784.4,122.0,259.1,186.6,190.2,29.0
2019-11-06,1794.5,107.3,257.0,184.0,191.4,29.5
2019-11-05,1802.2,108.2,257.0,181.7,194.3,29.8
2019-11-04,1804.4,109.5,257.3,179.9,194.5,30.0
2019-11-01,1789.3,104.6,255.8,176.4,193.5,29.6
2019-10-31,1774.5,101.8,248.9,176.5,191.3,29.9
2019-10-30,1779.6,102.8,243.1,177.8,188.9,29.8
2019-10-29,1762.0,102.8,243.2,177.0,189.4,29.9
2019-10-28,1776.4,104.9,249.0,178.9,189.4,30.1
2019-10-25,1761.4,103.8,246.5,174.6,187.9,30.3
2019-10-24,1780.4,103.7,243.5,172.3,186.5,30.8
2019-10-23,1762.4,104.2,243.1,169.6,186.2,38.8
2019-10-22,1765.9,103.6,240.1,169.8,182.0,38.8
2019-10-21,1783.9,104.3,240.5,173.5,189.7,40.1
2019-10-18,1757.6,103.7,236.9,169.1,185.9,39.0
2019-10-17,1787.7,107.5,235.3,176.8,190.4,39.6
2019-10-16,1778.2,108.2,234.4,177.1,189.6,39.9
2019-10-15,1774.1,107.7,235.8,175.5,189.3,40.3
2019-10-14,1737.0,105.4,236.1,171.1,183.4,39.8
2019-10-11,1733.0,104.6,236.4,173.0,184.5,40.4
2019-10-10,1719.8,103.9,230.3,166.0,180.2,39.5
2019-10-09,1722.8,99.8,226.9,165.4,179.9,39.5
2019-10-08,1705.9,99.4,224.6,161.7,178.0,39.8
2019-10-07,1734.8,101.6,227.3,168.6,180.1,40.8
2019-10-04,1738.9,104.4,227.0,170.4,180.7,40.3
2019-10-03,1723.8,104.3,220.3,169.5,179.3,40.1
2019-10-02,1714.3,102.7,219.0,166.3,174.7,39.7
2019-10-01,1737.0,102.0,224.5,165.2,175.9,40.2
2019-09-30,1735.6,102.8,223.9,167.1,178.0,41.1
2019-09-27,1725.2,101.1,218.6,165.8,176.8,41.2
2019-09-26,1737.1,105.0,219.7,175.3,180.0,42.4
2019-09-25,1770.3,102.9,221.4,176.9,182.8,42.5
2019-09-24,1740.6,97.6,218.0,171.8,181.2,41.4
2019-09-23,1786.5,102.3,218.9,177.6,186.9,43.4
2019-09-20,1794.3,105.4,218.1,182.6,189.9,43.2
2019-09-19,1821.1,107.8,221.0,180.8,190.0,42.9
2019-09-18,1817.1,108.4,222.6,180.0,188.2,43.2
2019-09-17,1822.8,108.9,220.6,178.8,188.3,43.2
2019-09-16,1807.0,110.9,219.9,176.6,186.2,42.8
2019-09-13,1837.5,110.5,218.4,179.1,187.1,42.6
2019-09-12,1845.4,111.4,223.1,178.1,187.5,43.2
2019-09-11,1820.9,111.8,223.3,175.9,188.0,43.2
2019-09-10,1816.5,110.2,216.0,174.5,185.6,43.2
2019-09-09,1831.8,105.1,214.3,177.8,188.8,44.3
2019-09-06,1833.3,102.6,213.1,176.5,187.4,45.4
2019-09-05,1841.7,104.0,213.2,178.8,190.8,45.3
2019-09-04,1800.3,102.6,209.1,174.2,187.0,43.4
2019-09-03,1791.9,102.5,205.7,172.3,182.5,41.9
2019-09-02,1775.5,104.4,208.7,175.0,185.3,42.7
2019-08-30,1774.9,104.4,208.2,174.9,185.5,42.6
2019-08-29,1784.1,104.8,208.7,172.6,185.4,42.5
2019-08-28,1764.1,103.6,205.4,167.6,181.6,41.7
2019-08-27,1760.1,103.8,204.2,166.4,181.6,42.0
2019-08-26,1765.6,103.6,205.8,165.6,180.0,41.3
2019-08-23,1747.8,101.6,202.2,164.3,177.8,40.9
2019-08-22,1808.0,105.6,212.4,172.0,182.1,42.2
2019-08-21,1822.7,107.8,212.6,175.3,183.5,42.8
2019-08-20,1804.8,108.6,210.6,177.0,184.4,42.3
2019-08-19,1818.6,104.5,210.6,178.3,186.3,41.7
2019-08-16,1793.1,96.8,206.7,174.9,183.9,40.6
2019-08-15,1778.6,94.4,202.0,167.2,182.9,40.2
2019-08-14,1766.0,95.0,202.9,162.2,180.0,40.7
2019-08-13,1824.6,97.4,209.0,164.2,188.1,41.8
2019-08-12,1786.7,95.1,200.7,159.3,185.6,40.5
2019-08-09,1810.2,97.4,201.0,159.4,188.1,41.5
2019-08-08,1831.7,99.8,203.3,161.9,190.2,42.0
2019-08-07,1797.6,99.3,199.3,159.4,185.5,41.8
2019-08-06,1789.0,99.5,197.0,158.0,184.6,41.3
2019-08-05,1771.5,100.3,193.6,153.8,182.4,40.5
2019-08-02,1822.3,107.8,203.7,160.5,189.1,43.0
2019-08-01,1856.4,109.2,207.8,165.4,192.8,42.1
2019-07-31,1870.4,111.7,213.1,173.2,194.5,42.4
2019-07-30,1896.9,112.7,208.4,174.1,196.9,41.1
2019-07-29,1913.3,113.5,209.8,177.3,196.0,41.5
2019-07-26,1941.1,114.0,207.8,178.5,199.6,41.5
2019-07-25,1979.5,114.4,206.8,177.2,200.2,38.0
2019-07-24,2000.2,116.3,208.4,178.3,204.5,38.7
2019-07-23,1994.0,115.0,208.5,178.6,202.2,37.8
2019-07-22,1986.8,112.0,207.0,173.9,202.5,37.6
2019-07-19,1964.7,112.2,202.4,173.3,198.4,36.8
2019-07-18,1977.5,111.7,205.5,172.9,200.6,37.7
2019-07-17,1993.4,113.6,203.4,175.0,202.0,37.7
2019-07-16,2009.6,114.3,204.5,174.2,204.0,38.1
2019-07-15,2020.8,115.7,205.1,173.5,204.6,38.8
2019-07-12,2010.3,114.8,203.4,169.5,202.3,37.9
2019-07-11,2004.0,114.8,202.5,166.4,200.9,37.1
2019-07-10,2019.1,114.2,203.3,167.4,202.1,37.5
2019-07-09,1985.7,114.6,200.9,168.6,198.9,37.5
2019-07-08,1954.7,113.2,200.0,168.7,196.3,36.5
2019-07-05,1942.8,116.1,204.6,173.4,196.8,36.2
2019-07-04,1938.8,118.4,204.4,174.7,197.2,36.0
2019-07-03,1938.8,118.4,204.4,174.7,197.2,36.0
2019-07-02,1925.3,119.0,202.5,175.4,194.7,36.1
2019-07-01,1920.8,118.2,201.8,175.1,193.6,36.2
2019-06-28,1886.9,117.0,197.6,168.7,191.9,34.8
2019-06-27,1905.0,116.0,200.0,171.2,189.2,34.8
2019-06-26,1896.6,115.8,200.1,169.4,187.7,35.3
2019-06-25,1878.0,113.1,196.0,165.3,188.8,34.7
2019-06-24,1912.2,116.6,199.1,168.0,192.7,35.6
2019-06-21,1912.8,116.2,199.8,167.2,191.5,35.2
2019-06-20,1916.7,118.3,199.6,168.1,189.2,35.5
2019-06-19,1909.7,117.2,198.1,165.2,186.5,36.2
2019-06-18,1904.4,117.0,198.4,166.2,188.6,36.7
2019-06-17,1884.4,114.3,193.9,160.3,188.4,36.5
2019-06-14,1871.4,112.6,193.3,158.3,181.4,36.3
2019-06-13,1869.5,114.0,194.3,160.1,177.0,36.3
2019-06-12,1855.3,113.1,194.2,160.0,175.0,37.5
2019-06-11,1863.7,115.4,194.8,162.6,178.1,37.2
2019-06-10,1860.6,111.8,192.6,159.8,174.8,37.6
2019-06-07,1804.0,109.8,190.2,154.2,173.4,37.9
2019-06-06,1754.4,108.9,185.2,151.5,168.3,36.6
2019-06-05,1738.5,109.1,182.5,151.6,168.2,36.3
2019-06-04,1729.6,111.4,179.6,154.2,167.5,36.1
2019-06-03,1692.7,107.8,173.3,149.9,164.2,34.4
2019-05-31,1775.1,110.0,175.1,149.3,177.5,36.4
2019-05-30,1816.3,111.8,178.3,151.1,183.0,37.1
2019-05-29,1819.2,113.0,177.4,152.5,182.2,36.8
2019-05-28,1836.4,114.1,178.2,154.8,184.3,37.3
2019-05-24,1823.3,114.5,179.0,155.0,181.1,37.4
2019-05-23,1815.5,113.5,179.7,156.0,180.9,37.2
2019-05-22,1859.7,118.4,182.8,158.8,185.3,38.6
2019-05-21,1857.5,120.5,186.6,163.4,184.8,37.5
2019-05-20,1859.0,117.6,183.1,160.6,182.7,37.2
2019-05-17,1869.0,128.3,189.0,169.6,185.3,37.5
2019-05-16,1907.6,153.7,190.1,175.6,187.0,38.3
2019-05-15,1871.2,152.5,190.9,177.6,186.3,37.9
2019-05-14,1840.1,152.4,188.7,174.8,180.7,36.9
2019-05-13,1822.7,151.5,185.7,170.0,181.5,36.6
2019-05-10,1890.0,156.8,197.2,178.0,188.3,38.4
2019-05-09,1899.9,158.7,200.0,179.0,188.6,38.8
2019-05-08,1917.8,159.6,202.1,179.6,189.5,38.6
2019-05-07,1921.0,162.1,202.1,181.4,189.8,38.6
2019-05-06,1950.6,164.5,207.7,188.2,193.9,40.2
2019-05-03,1962.5,167.0,210.9,195.2,195.5,40.8
2019-05-02,1900.8,166.2,208.3,190.4,192.5,40.0
2019-05-01,1911.5,165.4,209.7,189.3,193.0,39.3
2019-04-30,1926.5,166.2,199.9,185.6,193.4,39.9
2019-04-29,1938.4,165.8,203.8,186.9,194.8,39.8
2019-04-26,1950.6,166.1,203.5,187.1,191.5,38.7
2019-04-25,1902.2,167.9,204.5,187.9,193.3,38.5
2019-04-24,1901.8,169.3,206.4,185.7,182.6,39.3
2019-04-23,1923.8,173.3,206.7,187.3,183.8,39.8
2019-04-22,1887.3,169.4,203.7,185.4,181.4,34.4
2019-04-18,1861.7,171.0,203.1,186.9,178.3,34.4
2019-04-17,1864.8,170.3,202.4,187.6,178.8,34.5
2019-04-16,1863.0,170.3,198.5,185.8,178.9,34.5
2019-04-15,1844.9,168.7,198.5,183.1,179.6,34.7
2019-04-12,1843.1,173.1,198.1,188.9,179.1,34.4
2019-04-11,1844.1,171.2,198.2,185.0,177.5,34.6
2019-04-10,1847.3,177.0,199.9,186.2,177.8,34.8
2019-04-09,1835.8,181.0,198.7,187.2,177.6,35.1
2019-04-08,1849.9,184.8,199.3,186.5,174.9,34.9
2019-04-05,1837.3,181.6,196.2,185.4,175.7,34.7
2019-04-04,1818.9,179.1,194.9,181.1,176.0,34.4
2019-04-03,1820.7,174.9,194.6,178.3,173.5,34.4
2019-04-02,1814.0,171.0,193.3,181.7,174.2,33.8
2019-04-01,1814.2,170.4,190.5,180.9,168.7,33.4
2019-03-29,1780.8,164.8,189.2,182.4,166.7,32.9
2019-03-28,1773.4,164.1,188.0,177.7,165.6,32.9
2019-03-27,1765.7,164.3,187.7,177.0,165.9,32.3
2019-03-26,1783.8,167.2,186.1,178.1,167.7,33.1
2019-03-25,1774.3,166.9,188.0,178.8,166.3,32.6
2019-03-22,1764.8,166.7,190.3,176.3,164.3,33.0
2019-03-21,1819.3,171.8,194.3,181.5,166.1,32.6
2019-03-20,1797.3,170.2,187.4,181.3,165.4,32.6
2019-03-19,1761.8,170.7,185.8,182.1,161.6,31.3
2019-03-18,1742.2,171.2,187.3,181.8,160.5,31.1
2019-03-15,1712.4,170.5,185.4,181.0,166.0,31.2
2019-03-14,1686.2,167.7,183.0,180.4,170.2,31.0
2019-03-13,1690.8,168.2,181.0,180.7,173.4,31.3
2019-03-12,1673.1,167.0,180.2,180.6,171.9,31.2
2019-03-11,1670.6,167.0,178.2,180.4,172.1,30.9
2019-03-08,1620.8,163.6,172.2,175.0,169.6,30.0
2019-03-07,1626.0,165.7,171.8,177.3,169.1,30.1
2019-03-06,1669.0,170.2,173.9,184.2,172.5,30.8
2019-03-05,1692.4,167.7,174.9,185.0,171.3,31.0
2019-03-04,1696.2,160.9,175.2,187.2,167.4,30.5
2019-03-01,1671.7,162.1,174.3,183.9,162.3,30.6
2019-02-28,1639.8,162.5,172.5,183.0,161.4,30.8
2019-02-27,1641.1,162.2,174.2,184.6,162.8,30.4
2019-02-26,1636.4,162.0,173.7,183.5,164.1,31.0
2019-02-25,1633.0,165.0,173.6,183.2,164.6,32.0
2019-02-22,1631.6,167.2,172.3,176.9,161.9,31.7
2019-02-21,1619.4,171.8,170.4,171.7,160.0,30.8
2019-02-20,1622.1,171.2,171.4,170.7,162.6,31.4
2019-02-19,1627.6,172.4,170.3,170.2,162.3,31.6
2019-02-15,1608.0,170.1,169.8,166.2,162.5,31.2
2019-02-14,1622.6,174.1,170.1,168.4,164.0,31.0
2019-02-13,1640.0,173.8,169.5,169.4,164.1,31.1
2019-02-12,1638.0,170.2,170.2,168.7,165.0,30.4
2019-02-11,1591.0,168.1,168.8,167.4,165.8,30.2
2019-02-08,1588.2,169.9,169.8,167.4,167.3,30.0
2019-02-07,1614.4,171.6,169.6,167.0,166.4,30.8
2019-02-06,1640.3,173.8,172.8,171.5,170.5,34.2
2019-02-05,1658.8,176.2,172.8,171.8,171.2,34.4
2019-02-04,1633.3,173.9,169.9,166.7,169.2,33.9
2019-02-01,1626.2,171.3,165.2,168.0,165.7,33.2
2019-01-31,1718.7,172.6,165.1,168.5,166.7,33.6
2019-01-30,1670.4,169.3,163.9,166.8,150.4,32.3
2019-01-29,1593.9,165.3,153.4,156.9,144.2,31.6
2019-01-28,1637.9,167.5,155.0,158.9,147.5,33.1
2019-01-25,1670.6,167.1,156.5,159.2,149.0,32.9
2019-01-24,1654.9,162.7,151.5,155.9,145.8,31.6
2019-01-23,1640.0,163.3,152.7,152.0,144.3,31.0
2019-01-22,1632.2,160.4,152.1,152.2,147.6,32.2
2019-01-18,1696.2,171.4,155.6,157.0,150.0,33.3
2019-01-17,1693.2,168.1,154.6,156.0,148.3,32.8
2019-01-16,1683.8,169.8,153.7,154.8,147.5,32.5
2019-01-15,1674.6,167.9,151.8,150.9,149.0,33.0
2019-01-14,1617.2,163.0,148.8,149.3,145.4,32.4
2019-01-11,1640.6,166.1,151.1,151.3,143.8,32.9
2019-01-10,1656.2,168.4,152.6,151.7,144.2,33.1
2019-01-09,1659.4,166.6,152.1,151.9,144.2,32.2
2019-01-08,1656.6,163.4,149.5,146.8,142.5,31.8
2019-01-07,1629.5,162.6,146.7,143.1,138.0,31.3
2019-01-04,1575.4,161.0,147.1,139.8,138.0,30.0
2019-01-03,1500.3,154.7,141.0,130.6,131.7,28.0
2019-01-02,1539.1,162.2,156.6,136.7,135.7,28.8
2018-12-31,1502.0,158.6,156.5,137.1,131.1,28.7
2018-12-28,1478.0,162.2,155.0,139.1,133.2,28.4
2018-12-27,1461.6,161.6,154.9,138.4,134.5,28.7
2018-12-26,1470.9,163.0,155.9,138.0,134.2,28.7
2018-12-24,1344.0,157.1,145.6,131.9,124.1,26.4
2018-12-21,1377.4,157.4,149.5,132.0,125.0,27.3
2018-12-20,1460.8,160.4,155.6,135.1,133.4,29.3
2018-12-19,1495.1,162.5,159.6,137.1,133.2,32.9
2018-12-18,1551.5,167.6,164.7,140.8,143.7,33.7
2018-12-17,1520.9,169.9,162.6,144.0,140.2,33.4
2018-12-14,1591.9,177.5,164.1,149.0,144.1,35.9
2018-12-13,1658.4,179.9,169.6,151.5,145.0,35.9
2018-12-12,1663.5,179.8,167.7,151.5,144.5,36.2
2018-12-11,1643.2,176.8,167.3,151.8,142.1,34.4
2018-12-10,1641.0,179.2,168.2,151.4,141.8,33.4
2018-12-07,1629.1,179.6,167.1,153.1,137.4,32.8
2018-12-06,1699.2,180.7,173.3,155.8,139.6,33.0
2018-12-04,1668.4,182.7,175.3,158.3,137.9,32.6
2018-12-03,1772.4,191.3,183.3,163.7,141.1,33.7
2018-11-30,1690.2,188.3,177.1,160.9,140.6,31.4
2018-11-29,1673.6,183.2,178.1,156.3,138.7,31.3
2018-11-28,1677.8,188.4,179.5,159.3,136.8,32.7
2018-11-27,1581.4,182.8,172.8,156.5,135.0,32.6
2018-11-26,1581.3,185.2,173.2,156.0,136.4,32.8
2018-11-23,1502.1,182.6,170.9,150.3,131.7,31.1
2018-11-21,1516.7,184.0,175.3,149.4,134.8,31.6
2018-11-20,1495.5,177.5,175.5,146.0,132.4,31.1
2018-11-19,1512.3,183.1,184.4,149.5,131.6,32.0
2018-11-16,1593.4,187.0,192.0,154.1,139.5,33.7
2018-11-15,1619.4,188.4,189.9,156.2,143.8,33.2
2018-11-14,1599.0,185.1,185.3,150.4,144.2,32.9
2018-11-13,1631.2,183.3,190.7,147.0,142.2,32.5
2018-11-12,1636.8,180.4,192.6,142.8,141.6,32.0
2018-11-09,1712.4,183.8,202.8,144.8,145.0,34.1
2018-11-08,1754.9,188.6,206.8,149.0,147.9,34.2
2018-11-07,1755.5,195.4,207.5,152.5,151.5,35.0
2018-11-06,1642.8,192.4,201.4,147.4,149.9,34.4
2018-11-05,1627.8,190.6,199.3,144.6,148.7,34.0
2018-11-02,1665.5,194.7,205.1,147.6,150.4,34.3
2018-11-01,1665.5,201.5,219.7,151.2,151.8,34.6
2018-10-31,1598.0,190.1,216.3,142.3,151.8,34.8
2018-10-30,1530.4,183.4,210.8,136.3,146.2,33.9
2018-10-29,1538.9,181.8,209.8,133.4,142.1,32.4
2018-10-26,1642.8,188.5,213.8,142.9,145.4,32.4
2018-10-25,1782.2,190.4,217.3,144.6,151.0,31.8
2018-10-24,1664.2,184.5,212.6,139.6,146.0,27.5
2018-10-23,1768.7,193.4,220.2,146.6,154.4,28.8
2018-10-22,1789.3,196.2,218.1,148.8,154.8,29.2
2018-10-19,1764.0,191.9,216.8,142.9,154.0,28.8
2018-10-18,1770.7,191.9,213.5,142.0,154.9,29.3
2018-10-17,1831.7,200.7,218.6,148.1,159.4,29.6
2018-10-16,1820.0,203.2,219.6,149.6,158.8,29.9
2018-10-15,1761.0,200.1,214.9,144.2,153.5,28.6
2018-10-12,1788.6,204.4,219.5,147.3,153.7,28.0
2018-10-11,1719.4,198.0,212.0,141.9,153.4,27.0
2018-10-10,1755.2,194.3,213.9,138.3,151.4,26.8
2018-10-09,1870.3,200.8,224.3,146.9,157.9,29.3
2018-10-08,1864.4,204.0,221.2,151.1,157.2,28.4
2018-10-05,1889.6,205.6,221.7,154.6,157.3,28.4
2018-10-04,1909.4,210.1,225.4,156.1,158.8,28.2
2018-10-03,1952.8,216.4,229.4,162.4,162.4,29.0
2018-10-02,1971.3,218.9,226.6,160.2,159.3,28.2
2018-10-01,2004.4,227.4,224.6,162.0,162.4,28.3
2018-09-28,2003.0,228.7,223.1,164.8,164.5,28.5
2018-09-27,2013.0,230.5,222.4,166.3,168.8,29.4
2018-09-26,1974.8,228.4,217.9,165.4,167.0,29.0
2018-09-25,1974.6,226.6,219.6,164.2,164.9,29.1
2018-09-24,1934.4,226.6,218.2,163.2,165.4,28.6
2018-09-21,1915.0,228.8,215.1,164.6,162.9,28.5
2018-09-20,1944.3,230.6,217.5,165.9,166.0,29.8
2018-09-19,1926.4,226.4,215.9,162.6,163.1,29.5
2018-09-18,1941.0,216.9,215.7,156.6,160.3,29.2
2018-09-17,1908.0,217.7,215.4,158.9,160.6,28.9
2018-09-14,1970.2,220.0,221.3,164.7,162.3,30.1
2018-09-13,1989.9,222.4,223.8,165.5,161.4,30.4
2018-09-12,1990.0,218.7,218.5,161.5,162.0,29.8
2018-09-11,1987.2,216.1,221.3,157.5,165.9,30.9
2018-09-10,1939.0,213.6,215.8,156.4,164.2,30.5
2018-09-07,1952.1,216.0,218.7,162.4,163.0,30.5
2018-09-06,1958.3,215.0,220.5,159.9,162.5,30.8
2018-09-05,1994.8,216.2,224.3,164.2,167.2,32.7
2018-09-04,2039.5,222.2,225.7,170.4,171.2,34.8
2018-08-31,2012.7,226.5,225.0,175.0,175.7,35.2
2018-08-30,2002.4,224.2,222.4,174.6,177.6,35.6
2018-08-29,1998.1,225.9,220.4,178.5,175.9,35.4
2018-08-28,1932.8,225.7,217.2,178.2,176.3,35.5
2018-08-27,1927.7,228.6,215.4,180.6,177.5,35.9
2018-08-24,1905.4,224.4,213.7,174.2,174.6,34.3
2018-08-23,1902.9,219.3,213.0,172.2,172.9,33.9
2018-08-22,1904.9,223.0,212.6,177.8,173.6,33.8
2018-08-21,1883.4,223.1,212.6,177.9,172.6,33.7
2018-08-20,1876.7,223.7,213.0,176.3,172.5,32.6
2018-08-17,1882.2,222.7,215.1,172.8,173.8,32.7
2018-08-16,1886.5,217.3,210.9,172.0,174.7,32.8
2018-08-15,1882.6,213.5,207.8,169.8,179.5,32.4
2018-08-14,1919.6,216.2,207.3,172.5,181.1,33.2
2018-08-13,1896.2,217.6,206.5,177.7,180.0,32.8
2018-08-10,1886.3,220.1,205.1,180.0,180.3,32.0
2018-08-09,1898.5,219.9,205.7,177.2,183.1,32.0
2018-08-08,1886.5,222.0,204.1,177.5,185.2,31.8
2018-08-07,1862.5,226.7,204.0,179.9,183.8,32.7
2018-08-06,1847.8,233.0,205.9,178.6,185.7,33.0
2018-08-03,1823.3,235.6,204.9,180.8,177.8,32.0
2018-08-02,1834.3,230.5,204.3,182.6,176.4,32.8
2018-08-01,1797.2,228.1,198.5,185.3,171.6,31.9
2018-07-31,1777.4,247.2,187.4,187.2,172.6,31.9
2018-07-30,1779.2,251.4,187.1,184.8,171.1,31.4
2018-07-27,1817.3,255.1,188.1,189.4,174.9,34.1
2018-07-26,1808.0,260.4,191.3,194.2,176.3,42.9
2018-07-25,1863.6,262.9,191.9,198.0,217.5,44.2
2018-07-24,1829.2,256.5,190.1,189.0,214.7,42.2
2018-07-23,1802.0,260.4,188.7,187.0,210.9,43.3
2018-07-20,1813.7,260.0,188.6,187.2,209.9,43.4
2018-07-19,1813.0,262.4,189.0,187.3,208.1,43.4
2018-07-18,1842.9,269.4,187.5,190.8,209.4,43.3
2018-07-17,1843.9,270.0,188.6,192.7,210.0,44.7
2018-07-16,1822.5,267.1,188.0,190.4,207.2,44.3
2018-07-13,1813.0,267.2,188.5,190.0,207.3,44.5
2018-07-12,1796.6,271.4,188.2,190.2,206.9,45.3
2018-07-11,1755.0,261.2,185.1,187.4,202.5,43.9
2018-07-10,1743.1,261.2,187.5,192.6,203.5,43.8
2018-07-09,1739.0,262.0,187.7,192.8,204.7,44.1
2018-07-06,1710.6,251.8,185.2,192.3,203.2,46.6
2018-07-05,1699.7,244.1,182.6,186.9,198.4,45.1
2018-07-03,1694.0,246.4,181.2,184.8,192.7,43.9
2018-07-02,1713.8,246.2,184.4,186.4,197.4,45.0
2018-06-29,1699.8,243.0,182.3,185.5,194.3,43.7
2018-06-28,1701.4,242.2,182.7,188.4,196.2,44.8
2018-06-27,1660.5,243.0,181.4,185.0,195.8,43.7
2018-06-26,1691.1,250.8,181.7,191.4,199.0,44.8
2018-06-25,1663.2,250.4,179.4,191.2,196.4,44.2
2018-06-22,1715.7,259.0,182.1,202.0,201.7,45.9
2018-06-21,1730.2,260.5,182.7,202.2,201.5,45.2
2018-06-20,1750.1,264.1,183.7,206.2,202.0,46.1
2018-06-19,1734.8,262.1,182.9,204.4,197.5,45.0
2018-06-18,1723.8,268.9,185.9,208.6,198.3,46.0
2018-06-15,1716.0,273.0,186.0,208.0,195.8,45.8
2018-06-14,1723.9,270.6,187.9,210.9,196.8,46.8
2018-06-13,1704.9,270.0,187.8,206.6,192.4,44.1
2018-06-12,1698.8,267.4,189.4,209.1,192.4,43.5
2018-06-11,1689.1,269.8,188.4,205.7,191.5,41.4
2018-06-08,1684.0,263.6,188.8,205.1,189.1,41.2
2018-06-07,1689.3,264.9,190.6,203.6,188.2,39.7
2018-06-06,1695.8,263.9,191.1,208.3,191.3,40.1
2018-06-05,1696.4,260.0,190.4,208.4,192.9,39.8
2018-06-04,1665.3,260.9,189.0,209.0,193.3,37.9
2018-06-01,1641.5,248.5,187.4,204.3,194.0,36.6
2018-05-31,1629.6,242.6,184.1,198.0,191.8,34.7
2018-05-30,1624.9,241.6,184.7,198.0,187.7,34.4
2018-05-29,1612.9,242.0,185.1,198.0,185.7,34.0
2018-05-25,1610.2,243.8,185.8,199.2,184.9,33.6
2018-05-24,1603.1,240.3,185.3,197.4,185.9,33.5
2018-05-23,1601.9,240.4,185.5,196.8,186.9,33.4
2018-05-22,1581.4,240.0,184.4,195.9,183.8,32.9
2018-05-21,1585.5,240.5,184.8,197.6,184.5,33.6
2018-05-18,1574.4,253.0,183.5,195.0,182.7,32.6
2018-05-17,1581.8,279.7,184.2,196.0,183.8,32.6
2018-05-16,1587.3,284.1,185.4,198.1,183.2,32.8
2018-05-15,1576.1,271.9,183.6,196.6,184.3,32.8
2018-05-14,1601.5,272.3,185.3,198.6,186.6,33.4
2018-05-11,1602.9,269.9,185.8,194.4,187.0,32.8
2018-05-10,1609.1,268.7,186.5,196.0,185.5,32.9
2018-05-09,1608.0,261.3,183.8,195.4,182.7,32.5
2018-05-08,1592.4,263.1,182.6,196.3,178.9,31.8
2018-05-07,1600.1,253.9,181.7,195.4,178.0,31.3
2018-05-04,1581.0,251.7,180.4,188.9,176.6,31.0
2018-05-03,1572.1,252.5,173.6,182.4,174.0,30.7
2018-05-02,1569.7,249.8,173.3,181.4,176.1,30.6
2018-05-01,1582.3,252.1,165.9,179.5,173.9,30.3
2018-04-30,1566.1,250.9,162.2,178.5,172.0,30.3
2018-04-27,1572.6,251.9,159.3,177.2,173.6,29.0
2018-04-26,1518.0,238.7,161.1,173.9,174.2,30.3
2018-04-25,1460.2,231.4,160.6,170.2,159.7,29.8
2018-04-24,1460.1,231.4,159.9,173.1,159.7,30.5
2018-04-23,1517.9,231.4,162.1,175.6,165.8,31.2
2018-04-20,1527.5,232.5,162.6,179.1,166.3,31.9
2018-04-19,1556.9,237.1,169.6,181.4,168.1,31.5
2018-04-18,1527.8,237.8,174.5,182.7,166.4,31.5
2018-04-17,1503.8,235.7,174.9,178.7,168.7,31.8
2018-04-16,1441.5,229.9,172.5,174.7,164.8,28.6
2018-04-13,1430.8,228.2,171.4,172.0,164.5,28.8
2018-04-12,1448.5,231.3,170.9,175.9,163.9,29.0
2018-04-11,1427.0,229.6,169.2,175.4,166.3,29.4
2018-04-10,1436.2,231.5,170.0,177.1,165.0,29.5
2018-04-09,1406.1,224.3,166.9,169.9,157.9,28.0
2018-04-06,1405.2,219.8,165.2,167.5,157.2,28.1
2018-04-05,1451.8,225.6,169.6,172.6,159.3,28.6
2018-04-04,1410.6,224.3,168.4,172.1,155.1,28.2
2018-04-03,1392.0,220.0,165.2,174.7,156.1,27.5
2018-04-02,1372.0,220.1,163.6,177.6,155.4,28.0
2018-03-29,1447.3,223.2,164.6,183.5,159.8,29.0
2018-03-28,1431.4,223.1,163.4,178.9,153.0,28.4
2018-03-27,1497.0,231.0,165.2,181.9,152.2,28.1
2018-03-26,1555.9,235.9,169.5,190.5,160.1,31.9
2018-03-23,1495.6,230.1,161.8,181.2,159.4,31.0
2018-03-22,1544.9,236.1,165.7,184.6,164.9,31.2
2018-03-21,1581.9,250.0,168.1,195.3,169.4,32.7
2018-03-20,1586.5,254.5,171.9,199.0,168.2,31.4
2018-03-19,1544.9,252.8,172.0,194.5,172.6,35.0
2018-03-16,1571.7,262.4,174.7,200.3,185.1,35.6
2018-03-15,1582.3,262.7,175.3,199.1,183.9,35.8
2018-03-14,1591.0,259.4,175.1,192.6,184.2,36.6
2018-03-13,1588.2,258.4,176.6,188.4,181.9,34.1
2018-03-12,1598.4,265.7,178.3,192.7,184.8,35.5
2018-03-09,1578.9,263.6,176.6,190.6,185.2,35.4
2018-03-08,1551.9,257.1,173.6,187.2,182.3,34.8
2018-03-07,1545.0,257.3,171.7,189.0,183.7,35.8
2018-03-06,1537.6,258.7,173.4,187.4,179.8,34.4
2018-03-05,1523.6,254.9,173.5,181.6,180.4,34.6
2018-03-02,1500.2,250.6,172.9,179.8,176.6,33.0
2018-03-01,1493.4,249.8,171.7,182.0,175.9,32.2
2018-02-28,1512.4,252.3,174.8,186.1,178.3,31.9
2018-02-27,1512.0,250.5,175.0,188.3,181.5,31.3
2018-02-26,1522.0,256.2,175.6,194.2,184.9,32.2
2018-02-23,1500.0,250.7,172.2,193.3,183.3,32.7
2018-02-22,1485.3,249.4,169.3,188.8,179.0,32.1
